JAN_CD,SYOHIN_NM,0,1,2,DAIBUNRUI_CD,DAIBUNRUI_NM,CHUBUNRUI_CD,CHUBUNRUI_NM,SHOBUNRUI_CD,SHOBUNRUI_NM,SAIBUNRUI_CD,SAIBUNRUI_NM
4901372106337,キーコーヒー　グランドＴコク深いリッチＢ　３００ｇ,-23.623932,8.702296,-12.585491,100000.0,食　品,140000.0,飲料・酒類,140100.0,嗜好飲料,140103.0,レギュラーコーヒー
4901372303118,キーコーヒー　リキッドコーヒー無糖　１Ｌ,-21.905582,6.561098,-11.173237,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
4901372303132,キーコーヒー　リキッドコーヒー微糖　１Ｌ,-22.473572,6.0236826,-11.506909,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
4901381301242,カタギ食品　いりごま白　６０ｇ,1.2646745,-14.132246,-9.680631,100000.0,食　品,110000.0,加工食品,112000.0,農産乾物,112001.0,ゴマ
4901385026912,協同乳業　農協牛乳　１Ｌ,-26.712389,6.9174237,5.116857,100000.0,食　品,140000.0,飲料・酒類,140400.0,乳飲料,140401.0,牛乳
4901385061067,おいしさ直送牛乳,-25.840944,5.8199887,4.8438315,100000.0,食　品,140000.0,飲料・酒類,140400.0,乳飲料,140401.0,牛乳
4901385083625,メイトー　カスタードプリン　７０ｇ×３,-4.614787,-1.5222971,22.219007,100000.0,食　品,130000.0,菓子類,130200.0,デザート・ヨーグルト,130203.0,デザート類
4901385158811,メイトー　フローズンヨーグルト　１１０ｍｌ,-14.432733,2.441464,9.168315,100000.0,食　品,130000.0,菓子類,130400.0,アイスクリーム類,130497.0,パーソナルアイスその他
4901385346317,おいしいヨーグルト　プレーン,-20.98665,2.2419412,15.242617,100000.0,食　品,130000.0,菓子類,130200.0,デザート・ヨーグルト,130205.0,ヨーグルト
4901385745943,メイトー　しっかり濃厚４・４　パック　１Ｌ,-26.467798,7.3761134,4.9121847,100000.0,食　品,140000.0,飲料・酒類,140400.0,乳飲料,140401.0,牛乳
4901385879808,メイトー　メイトーのなめらかプリン　１０５ｇ,-3.977087,-1.0233599,22.162928,100000.0,食　品,130000.0,菓子類,130200.0,デザート・ヨーグルト,130203.0,デザート類
4901401020696,プロッシモ　スパゲッティ　１ｋｇ,19.524069,-12.230871,1.3506037,100000.0,食　品,110000.0,加工食品,111200.0,麺類,111209.0,スパゲッティ
4901401063181,カンピー　有明産卓上味のり,2.165821,-6.1075373,-6.6223626,100000.0,食　品,110000.0,加工食品,112100.0,加工水産,112101.0,のり
4901401109186,加藤　プロッシモ完熟カットトマト　４００ｇ,3.6773765,-14.22556,-2.9658504,100000.0,食　品,110000.0,加工食品,110800.0,缶詰,110803.0,野菜缶詰
4901401203082,加藤産業　紙カップいちごジャム,-0.193463,-9.314074,-0.29963624,100000.0,食　品,110000.0,加工食品,110300.0,スプレッド類,110303.0,ジャム・マーマレード
4901401203105,加藤産業　紙カップブルーベリージャム　１３０ｇ,-0.1875064,-9.293334,-0.1378861,100000.0,食　品,110000.0,加工食品,110300.0,スプレッド類,110303.0,ジャム・マーマレード
4901401203143,加藤産業　紙カップピーナッツクリーム　１３０ｇ,-0.39288512,-8.590957,-0.4118943,100000.0,食　品,110000.0,加工食品,110300.0,スプレッド類,110301.0,ピーナッツ・チョコクリーム
4901408005023,コウベヤ　サンミ－,3.880818,5.9783797,11.917234,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408500481,神戸屋　しあわせ届けるチョコくりぃむぱん,1.9254472,5.6099343,11.440107,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408500498,神戸屋　塩キャラメルフランス,-4.5823836,11.073007,13.739903,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408500511,神戸屋　しあわせ届けるなめらかチーズくりぃむぱん,-2.1136672,6.0010962,19.552511,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408500580,神戸屋　しあわせ届ける富良野メロンくりぃむぱん,5.4398723,11.550346,15.313833,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408500696,神戸屋　コーヒーフランス,1.9711896,3.3442407,20.325764,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408500795,神戸屋　しあわせ届ける瀬戸内レモンくりぃむぱん,-1.2991567,4.9795613,-1.2564232,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408502034,コオベヤミルキ－フランス,5.1218405,5.1922073,14.220546,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111301.0,食パン
4901408504212,神戸屋　チョコフランス　１Ｐ,2.6486359,6.029458,11.030986,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408504342,神戸屋　粒あん,7.5373898,18.94925,16.526987,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408504359,神戸屋　丹念熟成　こしあん,7.4066505,19.110786,16.658943,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408528805,神戸屋　しあわせ届けるくりぃむぱん　１個,5.3019185,7.4173284,16.876097,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408532253,神戸屋　チョココロネ　１個,2.0804005,5.2535143,10.737065,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
4901408610944,神戸屋　ハムマヨ　２個,9.514682,0.13094595,8.385631,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
4901411000404,キリン　氷結　グレープフルーツ　缶　３５０ｍｌ,-1.5645534,-13.65112,5.73933,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411000428,キリン　氷結　グレープフルーツ　缶　５００ｍｌ,-1.3200388,-13.834797,5.7783136,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411000459,キリン　氷結　シチリア産レモン　缶　３５０ｍｌ,-0.2634383,-15.578814,6.968532,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411000473,キリン　氷結　シチリア産レモン　缶　５００ｍｌ,-0.39266863,-15.532237,6.955611,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411001975,キリン　淡麗グリーンラベル　缶　３５０ｍｌ,-0.9102647,-25.271366,0.8387286,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140691.0,発泡酒
4901411001999,キリン　淡麗グリーンラベル　３５０ｍｌ×６,-0.646632,-25.267525,0.48855218,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140691.0,発泡酒
4901411002019,キリン　淡麗グリーンラベル　缶　５００ｍｌ,-0.93839896,-25.456858,0.85386366,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140691.0,発泡酒
4901411011523,キリン　のどごし　生　缶　３５０ｍｌ,-3.206078,-27.014105,1.5290767,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140695.0,その他雑酒
4901411011547,キリン　のどごし　生　缶　３５０ｍｌ×６,-3.2731907,-26.75136,0.8053048,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140695.0,その他雑酒
4901411011561,キリン　のどごし　生　缶　５００ｍｌ,-3.240836,-26.994986,1.4671911,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140695.0,その他雑酒
4901411019888,ハイネケン　缶　３５０ｍｌ,-7.3808413,-25.513361,4.24189,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411025896,キリン　本搾りチューハイ　レモン　缶　３５０ｍｌ,0.080022424,-16.701633,6.995865,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411026152,キリン　本搾り　グレープフルーツ　３５０ｍｌ,-2.141671,-13.048289,5.4427514,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411026176,キリン　本搾り　グレープフルーツ　５００ｍｌ,-2.1958005,-12.932734,5.3419876,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411034683,キリン　氷結シャルドネスパークリング缶　３５０ｍｌ,-3.7486591,-10.264413,9.086557,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411046785,キリン　淡麗プラチナダブル　缶　３５０ｍｌ,-0.4365276,-25.838432,0.47808555,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140691.0,発泡酒
4901411046822,キリン　淡麗プラチナダブル　缶　５００ｍｌ,-0.45337996,-25.831963,0.47625834,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140691.0,発泡酒
4901411047546,キリン　氷結ＺＥＲＯ　レモン　缶　３５０ｍｌ,-0.29993334,-15.532151,6.3276424,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411055480,キリン　本搾りピンクグレープフルーツ缶　３５０ｍｌ,-2.507976,-12.644799,5.376725,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411066998,キリン　氷結　パイナップル　缶　３５０ｍｌ,-8.922129,-4.9042034,8.156867,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411083506,キリン　本麒麟　缶　３５０ｍｌ,-4.135705,-26.885742,1.1581897,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411083520,キリン　本麒麟　缶　３５０ｍｌ×６,-4.1076083,-26.696856,0.68590057,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411083537,キリン　本麒麟　缶　３５０ｍｌ×６×４,-4.0797014,-26.561567,0.4093526,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411083544,キリン　本麒麟　缶　５００ｍｌ,-4.043107,-26.94358,1.338,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411083568,キリン　本麒麟　缶　５００ｍｌ×６,-4.3730407,-26.535858,0.066608645,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411091242,麒麟特製桃サワー３５０,-2.7844756,-9.494784,13.531987,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411092133,キリン　カラダＦＲＥＥ　缶　３５０ｍｌ,-7.025426,-17.967566,14.055179,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4901411101361,麒麟特製コーラサワー　缶　３５０ｍｌ,-18.378206,-14.10011,3.3261027,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411101446,麒麟特製レモンサワー　缶　３５０ｍｌ,-0.053052608,-16.531994,9.313331,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411101484,麒麟特製レモンサワー　缶　５００ｍｌ,-0.08436065,-16.47614,9.499119,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411101576,麒麟特製ホワイトサワー　缶　３５０ｍｌ,-1.6700714,-13.688558,8.704537,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411101637,麒麟特製ホワイトサワー　缶　５００ｍｌ,-1.685761,-13.79881,8.592203,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411104898,キリン　氷結　無糖レモン　７度　缶　３５０ｍｌ,-1.3008832,-16.6586,5.1108494,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411104935,キリン　氷結　無糖レモン　７度　缶　５００ｍｌ,-1.331032,-16.561588,5.123082,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411104959,キリン　氷結　無糖レモン　４度　缶　３５０ｍｌ,-1.3680261,-16.570381,5.1487575,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411105147,キリン　一番搾り糖質ゼロ　缶　３５０ｍｌ,1.0976918,-24.839632,1.5680087,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411105161,キリン　一番搾り糖質ゼロ　缶　３５０ｍｌ×６,1.3087155,-24.730656,1.3567415,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411105185,キリン　一番搾り糖質ゼロ　缶　５００ｍｌ,1.0196131,-24.902061,1.5367134,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411106748,麒麟特製豊潤レモンサワー　缶　３５０ｍｌ,1.1229141,-16.592007,10.216339,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411106847,麒麟発酵レモンサワー　缶　３５０ｍｌ,0.41806972,-16.696012,10.215129,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411106885,麒麟発酵レモンサワー　缶　５００ｍｌ,0.119303055,-16.67283,9.941654,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411107257,キリン　スプリングバレー豊潤　缶　３５０ｍｌ,-7.7034388,-27.02279,5.979996,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411107295,キリン　スプリングバレー豊潤　缶　５００ｍｌ,-7.7205343,-27.027483,5.9681807,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411110417,キリン　ラガービール　缶　３５０ｍｌ,-3.8041606,-29.450388,3.688738,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411110844,キリン　氷結　無糖レモン　９度　缶　３５０ｍｌ,-1.331522,-16.476725,5.5958915,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411110868,キリン　氷結　無糖レモン　９度　缶　５００ｍｌ,-1.3403229,-16.582289,5.339177,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411110912,キリン　ラガービール　缶　５００ｍｌ,-3.8296275,-29.49385,3.6744661,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411113616,氷結　無糖グレープフルーツ　７度　缶　３５０ｍｌ,-1.5187954,-15.656028,4.66755,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411113869,スミノフセルツァーオレンジ＆ＧＦ　缶　２５０ｍｌ,-3.2149932,-11.443444,10.77363,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411114286,スプリングバレーシルクエール　缶　３５０ｍｌ,-8.5492935,-27.122425,6.9219584,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411114347,スプリングバレーシルクエール　缶　５００ｍｌ,-8.414802,-27.151796,6.7615337,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411115856,キリン　氷結　オレンジ　缶　３５０ｍｌ,-0.37900484,-11.952012,8.148488,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140681.0,リキュール類
4901411116037,キリン　グリーンズフリー　缶　３５０ｍｌ,-6.704567,-17.76235,13.603854,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4901411118291,麒麟特製レモン酎ハイボール　缶　３５０ｍｌ,-1.7514244,-17.483114,8.641907,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411118413,麒麟特製クリア酎ハイボール　缶　３５０ｍｌ,-2.5447185,-17.791693,6.330283,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140671.0,スピリッツ
4901411147314,キリン　秋味　缶　３５０ｍｌ,-7.0316396,-29.757782,7.9886937,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411147413,キリン　秋味　缶　５００ｍｌ,-7.039385,-29.75022,7.965318,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411157719,キリン　一番搾り　生ビール　缶　３５０ｍｌ×６,-3.5052536,-28.9678,3.8187728,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411175218,キリン　一番搾り　生ビール　缶　３５０ｍｌ,-3.5672138,-28.914,3.8746643,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411175317,キリン　一番搾り　生ビール　缶　５００ｍｌ,-3.5813189,-28.867817,3.889997,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140641.0,ビール
4901411512419,キリン　淡麗　極上　生　缶　３５０ｍｌ,-2.3857818,-27.173986,0.7760192,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140691.0,発泡酒
4901411512617,キリン　淡麗　極上　生　缶　５００ｍｌ,-2.2982962,-27.16374,0.7288227,100000.0,食　品,140000.0,飲料・酒類,140600.0,アルコール飲料,140691.0,発泡酒
4901417161918,ザナイーブ　ボディソープ　液体　ポンプ　５００ｍｌ,-11.508751,-7.3744755,-16.978312,200000.0,日用品,210000.0,日用雑貨,212200.0,石鹸類,212205.0,ボディシャンプー・リンス
4901417169617,ナイーブ　ボディソープ桃の葉エキス　替　３８０ｍｌ,-12.872717,-7.3221474,-17.195963,200000.0,日用品,210000.0,日用雑貨,212200.0,石鹸類,212205.0,ボディシャンプー・リンス
4901417169631,ナイーブ　リフレッシュボディＳ海泥配合替３８０ｍｌ,-12.897088,-6.9382358,-17.31255,200000.0,日用品,210000.0,日用雑貨,212200.0,石鹸類,212205.0,ボディシャンプー・リンス
4901417700605,ディアボーテ　オイルインＳＰ（Ｒ＆Ｒ）替３６０ｍｌ,-12.675946,-2.6567197,-12.057796,200000.0,日用品,230000.0,化粧品,232500.0,インバスヘアケア,232501.0,シャンプー
4901417700612,ディアボーテ　オイルインＣＤ（Ｒ＆Ｒ）替　３６０ｇ,-12.53308,-2.4747012,-11.9878845,200000.0,日用品,230000.0,化粧品,232500.0,インバスヘアケア,232503.0,ヘアリンス・コンディショナー
4901422151508,ＮＥＷクレラップ　ミニミニ　１５ｃｍ×５０ｍ,3.2729745,-1.4951766,-20.555305,200000.0,日用品,240000.0,家庭用品,240100.0,食品包装,240101.0,ラッピングフィルム
4901422152208,ＮＥＷクレラップ　ミニ　２２ｃｍ×２０ｍ,3.286958,-1.326396,-20.919285,200000.0,日用品,240000.0,家庭用品,240100.0,食品包装,240101.0,ラッピングフィルム
4901422152505,ＮＥＷクレラップ　ミニ　２２ｃｍ×５０ｍ,2.8441448,-1.3728522,-20.445532,200000.0,日用品,240000.0,家庭用品,240100.0,食品包装,240101.0,ラッピングフィルム
4901422153205,ＮＥＷクレラップ　レギュラー　３０ｃｍ×２０ｍ,2.9406037,-0.9342942,-20.603033,200000.0,日用品,240000.0,家庭用品,240100.0,食品包装,240101.0,ラッピングフィルム
4901422153502,ＮＥＷクレラップ　レギュラー　３０ｃｍ×５０ｍ,2.9967687,-1.0466805,-21.02711,200000.0,日用品,240000.0,家庭用品,240100.0,食品包装,240101.0,ラッピングフィルム
4901458002065,かどや製油　金印純正ごま油　瓶　２００ｇ,1.0379467,-14.056542,-9.525751,100000.0,食　品,110000.0,加工食品,110200.0,食用油,110203.0,ゴマ油
4901458003642,かどや製油　金印純正ごま油　ＰＥＴ　４００ｇ,0.99800974,-14.048136,-9.513477,100000.0,食　品,110000.0,加工食品,110200.0,食用油,110203.0,ゴマ油
4901515003936,キッコーマン　具麺　汁なし担々麺風　１１６ｇ,18.792767,-17.668112,1.3382468,100000.0,食　品,110000.0,加工食品,110500.0,調理品,110507.0,中華料理の素
4901515111150,キッコーマン　こいくち醤油　マンパック　１Ｌ,5.630172,-17.58963,-9.4102545,100000.0,食　品,110000.0,加工食品,110100.0,調味料,110101.0,醤油
4901515122378,いつでも新鮮　しぼりたて生しょうゆ　２００ｍｌ,5.590464,-17.644293,-9.458996,100000.0,食　品,110000.0,加工食品,110100.0,調味料,110101.0,醤油
4901515122484,いつでも新鮮　しぼりたて生しょうゆ　４５０ｍｌ,5.5782275,-17.671255,-9.475712,100000.0,食　品,110000.0,加工食品,110100.0,調味料,110101.0,醤油
4901515122514,いつでも新鮮　味わいリッチ減塩しょうゆ　４５０ｍｌ,5.481681,-17.887478,-9.64037,100000.0,食　品,110000.0,加工食品,110100.0,調味料,110101.0,醤油
4901515122651,いつでも新鮮　味わいリッチ減塩しょうゆ　２００ｍｌ,5.487665,-17.869284,-9.62816,100000.0,食　品,110000.0,加工食品,110100.0,調味料,110101.0,醤油
4901515351501,キッコーマン　具麺　牛だし肉ぶっかけ　１２０ｇ,18.87966,-17.700802,1.4569578,100000.0,食　品,110000.0,加工食品,110500.0,調理品,110597.0,その他調理品
4901515351532,キッコーマン　具麺　和風おろし　１２０ｇ,18.810612,-17.748981,1.209903,100000.0,食　品,110000.0,加工食品,110500.0,調理品,110597.0,その他調理品
4901515363856,キッコーマン　濃いだし　本つゆ　１Ｌ,6.705486,-16.376717,-8.521441,100000.0,食　品,110000.0,加工食品,110100.0,調味料,110143.0,つゆ
4901515363887,キッコーマン　濃いだし　本つゆ　５００ｍｌ,6.769023,-16.396107,-8.588812,100000.0,食　品,110000.0,加工食品,110100.0,調味料,110143.0,つゆ
4901520125456,テーブルマーク　ふっくらつや炊き１０食　１．８ｋｇ,6.6821976,-13.931084,2.1356723,100000.0,食　品,110000.0,加工食品,110500.0,調理品,110511.0,米飯加工品
4901520127962,テーブルＭ　たきたてご飯　国産こしひかり　３食,6.6856456,-13.910315,2.1312542,100000.0,食　品,110000.0,加工食品,110500.0,調理品,110511.0,米飯加工品
4901520127979,テーブルＭ　たきたてご飯国産こしひかり１８０ｇ×５,6.6739655,-13.942926,2.1451726,100000.0,食　品,110000.0,加工食品,110500.0,調理品,110511.0,米飯加工品
4901520133932,テーブルマーク　さぬきうどん　５食　９００ｇ,19.075022,-17.495537,2.5156682,100000.0,食　品,110000.0,加工食品,110700.0,冷凍食品,110723.0,冷凍麺
4901520142866,テーブルマーク　国産若鶏の塩から揚げ　２８０ｇ,14.906927,5.2831793,-7.4993124,100000.0,食　品,110000.0,加工食品,110700.0,冷凍食品,110707.0,冷凍調理
4901520145140,テーブルマーク　ごっつ旨いお好み焼　３００ｇ,17.73327,-7.6041517,-2.341551,100000.0,食　品,110000.0,加工食品,110700.0,冷凍食品,110707.0,冷凍調理
4901520146413,テーブルマーク　ライスバーガー　焼肉　１３５ｇ,16.553778,-3.497882,-1.55796,100000.0,食　品,110000.0,加工食品,110700.0,冷凍食品,110725.0,冷凍米飯加工品
4901520146420,テーブルマーク　ライスバーガー　牛カルビ　１３５ｇ,16.577332,-3.5212398,-1.5692388,100000.0,食　品,110000.0,加工食品,110700.0,冷凍食品,110725.0,冷凍米飯加工品
4901525006293,ミルキィボディソープ　せっけんの香り替　４００ｍｌ,-12.661513,-7.665661,-17.515472,200000.0,日用品,210000.0,日用雑貨,212200.0,石鹸類,212205.0,ボディシャンプー・リンス
4901525008266,バウンシアボディＳ　ホワイトソープ　替　４００ｍｌ,-11.853989,-7.2869906,-16.81233,200000.0,日用品,210000.0,日用雑貨,212200.0,石鹸類,212205.0,ボディシャンプー・リンス
4901525008747,カウブランド　青箱　バスサイズ　１３０ｇ×３,-12.065946,-8.18269,-16.802364,200000.0,日用品,210000.0,日用雑貨,212200.0,石鹸類,212201.0,化粧石鹸
4901525010283,スキンライフ　薬用メイク落としジェル　１５０ｇ,-13.047976,-9.497786,-13.559889,200000.0,日用品,230000.0,化粧品,232100.0,基礎化粧品,232103.0,メイク落とし
4901525010580,カウブランド　青箱バスサイズ　３個,-12.384639,-8.232013,-17.329838,200000.0,日用品,210000.0,日用雑貨,212200.0,石鹸類,212201.0,化粧石鹸
4901525137065,カウブランド　赤箱　１００ｇ×６個,-12.433378,-8.381767,-17.053019,200000.0,日用品,210000.0,日用雑貨,212200.0,石鹸類,212201.0,化粧石鹸
4901530210555,紀文　スープ餃子１２個　１９２ｇ,17.058002,-0.4325215,-15.09447,100000.0,食　品,110000.0,加工食品,111900.0,惣菜類,111907.0,中華惣菜
4901530212436,紀文　切れてる厚焼玉子　４切　９５ｇ,11.131834,1.7036803,-7.726517,100000.0,食　品,110000.0,加工食品,111900.0,惣菜類,111905.0,和惣菜
4901530214737,おいしいはんぺん　,8.414372,-0.021961303,-14.699459,100000.0,食　品,110000.0,加工食品,111600.0,練り製品,111605.0,はんぺん
4901530227263,紀文　シャキッと玉ねぎ天　４枚,7.336311,-1.3956188,-13.691138,100000.0,食　品,110000.0,加工食品,111600.0,練り製品,111607.0,揚げ物
4901530229069,紀文　カニかまにしたらば　６８ｇ,5.3864474,2.8707128,-10.736653,100000.0,食　品,110000.0,加工食品,111600.0,練り製品,111601.0,蒲鉾
4901530229090,紀文　からしマヨしたらば　６８ｇ,4.1535735,3.4466355,-8.891377,100000.0,食　品,110000.0,加工食品,111600.0,練り製品,111601.0,蒲鉾
4901530230751,紀文　明太子風マヨポテはんぺん　８０ｇ,8.660516,0.4315416,-14.759336,100000.0,食　品,110000.0,加工食品,111600.0,練り製品,111605.0,はんぺん
4901530230782,紀文　サンドはんぺん３種のチーズクリーム　８０ｇ,8.69394,0.48269135,-14.770251,100000.0,食　品,110000.0,加工食品,111600.0,練り製品,111605.0,はんぺん
4901550129097,カバヤ食品　小さなメロンパンクッキー　１５０ｇ,5.4615045,12.326333,13.073498,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130127.0,ビスケット・クッキー
4901550148050,カバヤ　塩分チャージタブレッツ　９０ｇ,-12.383777,-4.3590355,-0.91463953,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130121.0,キャンディ・キャラメル
4901550148074,カバヤ　塩分チャージタブレッツ　塩レモン　９０ｇ,-12.387594,-4.3521338,-0.91014963,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130121.0,キャンディ・キャラメル
4901550267393,カバヤ　タフグミ　１００ｇ,-6.9859767,8.251355,-4.2144437,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130121.0,キャンディ・キャラメル
4901551368044,クラシエ　フリスククリーンＦミント　３５ｇ,-15.218092,16.548664,-6.757508,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130121.0,キャンディ・キャラメル
4901551368051,クラシエ　フリスククリーンＳミント　３５ｇ,-15.105453,16.66494,-7.0685024,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130121.0,キャンディ・キャラメル
4901551371648,クラシエ　甘栗むいちゃいました　７５ｇ,8.087569,12.668117,4.6960244,100000.0,食　品,130000.0,菓子類,130300.0,珍味,130301.0,農産珍味
4901551473069,ヨーロピアンシュガーコーン　バニラ　２８０ｍｌ,-9.331199,9.654933,5.578281,100000.0,食　品,130000.0,菓子類,130400.0,アイスクリーム類,130403.0,ファミリーアイス
